target,config_id,algorithm,feature_set,deployable_from_manual_ui,alpha,k,transformed,max_depth,learning_rate,n_estimators,mae,rmse,median_ae,max_ae,bias,r2,spearman
yield,xgboost|interaction_hybrid|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,interaction_hybrid,False,,,,1,0.05,100,8.291215864135484,10.908767134970997,6.321842769430276,30.12650788774549,2.6653365971622804,-0.3335457110568889,-0.38649504133808743
yield,knn|mechanistic_full|k=6|transformed=True,knn,mechanistic_full,False,,6,True,,,,8.291496992316143,10.856653266638569,5.013919990458632,29.856833187060403,4.564791879922398,-0.3208347924998576,-0.12397101558761815
yield,knn|qmdesc_hybrid|k=4|transformed=True,knn,qmdesc_hybrid,False,,4,True,,,,8.292634208810199,11.515231908518595,3.6869066675185778,32.7236550116762,5.490041485249398,-0.4859422875324617,-0.08035794362189098
yield,xgboost|qmdesc_hybrid|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,qmdesc_hybrid,False,,,,1,0.05,100,8.310184433067993,10.367546334332095,6.2918572529583585,29.44338314343524,2.1668391825068367,-0.20450479889094653,-0.12195225570308169
yield,knn|mechanism_hybrid|k=3|transformed=False,knn,mechanism_hybrid,False,,3,False,,,,8.312055896969895,10.006710388280949,7.586676868741307,22.673715473445256,3.572160374706987,-0.12211980122957011,0.1514438168258715
yield,xgboost|mechanism_hybrid|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,mechanism_hybrid,False,,,,1,0.05,100,8.31544992721884,10.386790728279411,6.156219835013971,29.815929271537613,2.8916515809637677,-0.2089805885544076,-0.09461583194902795
yield,knn|steric_hybrid|k=6|transformed=False,knn,steric_hybrid,False,,6,False,,,,8.3279960382997,11.695057841698068,4.309842968636701,36.75265960781144,5.197863194022222,-0.5327146653797574,-0.10370982467440633
yield,knn|qmdesc_hybrid|k=5|transformed=False,knn,qmdesc_hybrid,False,,5,False,,,,8.333562833330257,11.388985538916716,4.444501468222235,32.02007170206552,5.349667106701263,-0.45353886223430373,-0.11675940526257665
yield,xgboost|interaction_hybrid|max_depth=2|learning_rate=0.05|n_estimators=100,xgboost,interaction_hybrid,False,,,,2,0.05,100,8.340547457264742,11.138289450701174,6.102990195605379,29.525705627368225,2.5180251654426677,-0.3902521138521704,-0.19536222050478413
yield,knn|qmdesc_hybrid|k=2|transformed=True,knn,qmdesc_hybrid,False,,2,True,,,,8.342021919271273,11.895279019904564,5.605983184580232,35.51142944897249,5.2685225770145365,-0.5856445222779327,0.07481968476438265
yield,knn|mechanistic_full|k=5|transformed=False,knn,mechanistic_full,False,,5,False,,,,8.358072739983296,10.963767379036168,5.386523244067398,30.731584302245594,4.048903125544833,-0.3470266546603922,-0.18475458832725364
yield,knn|manual_expanded|k=4|transformed=True,knn,manual_expanded,True,,4,True,,,,8.361108264296616,11.812037799522185,4.279417669125117,30.765680390883674,5.093140451304698,-0.5635300079020367,-0.017016257296983923
yield,knn|qmdesc_hybrid|k=5|transformed=True,knn,qmdesc_hybrid,False,,5,True,,,,8.368937932513786,11.58616265964642,4.4633009805521695,32.207214308101186,5.95586573793003,-0.5043046823624204,-0.06250062281702633
yield,knn|steric_hybrid|k=5|transformed=False,knn,steric_hybrid,False,,5,False,,,,8.370023936232995,12.167513943377374,4.41237195179059,38.03876146563374,5.4226477228090095,-0.6590530369356009,-0.03777510170259834
